671891,43.673267,-79.369467,1,0.0000
671891,43.673684,-79.368806,2,0.0702
671891,43.673747,-79.368767,3,0.0787
671891,43.673800,-79.368768,4,0.0837
671891,43.673850,-79.368787,5,0.0898
671891,43.673894,-79.368858,6,0.0976
671891,43.673913,-79.368933,7,0.1039
671891,43.673897,-79.369017,8,0.1112
671891,43.673574,-79.369581,9,0.1688
671891,43.673531,-79.369632,10,0.1753
671891,43.673483,-79.369662,11,0.1811
671891,43.673416,-79.369668,12,0.1881
671891,43.673358,-79.369642,13,0.1954
671891,43.673239,-79.369575,14,0.2093
671891,43.672941,-79.369375,15,0.2460
671891,43.672569,-79.369904,16,0.3054
671891,43.672003,-79.370684,17,0.3945
671891,43.671989,-79.370697,18,0.3967
671891,43.671959,-79.370726,19,0.4003
671891,43.671930,-79.370753,20,0.4039
671891,43.671895,-79.370780,21,0.4084
671891,43.671859,-79.370807,22,0.4134
671891,43.671818,-79.370831,23,0.4188
671891,43.671776,-79.370851,24,0.4229
671891,43.671729,-79.370873,25,0.4292
671891,43.671678,-79.370890,26,0.4343
671891,43.671626,-79.370900,27,0.4404
671891,43.671528,-79.370892,28,0.4514
671891,43.671498,-79.370886,29,0.4544
671891,43.671477,-79.370882,30,0.4574
671891,43.671469,-79.370880,31,0.4589
671891,43.671397,-79.370857,32,0.4669
671891,43.670251,-79.370394,33,0.6004
671891,43.668851,-79.369819,34,0.7631
671891,43.668666,-79.369746,35,0.7840
671891,43.668516,-79.369686,36,0.8014
671891,43.668168,-79.369549,37,0.8419
671891,43.667263,-79.369178,38,0.9473
671891,43.667100,-79.369107,39,0.9663
671891,43.666451,-79.368856,40,1.0420
671891,43.665868,-79.368619,41,1.1097
671891,43.665050,-79.368285,42,1.2046
671891,43.664456,-79.368044,43,1.2733
671891,43.664279,-79.367968,44,1.2942
671891,43.663926,-79.367825,45,1.3350
671891,43.663908,-79.367818,46,1.3372
671891,43.663908,-79.367817,47,1.3372
671891,43.663787,-79.367769,48,1.3515
671891,43.663200,-79.367530,49,1.4195
671891,43.662762,-79.367354,50,1.4705
671891,43.662478,-79.367239,51,1.5037
671891,43.662328,-79.367178,52,1.5215
671891,43.661943,-79.367023,53,1.5661
671891,43.661943,-79.367022,54,1.5661
671891,43.662106,-79.368163,55,1.6591
671891,43.662036,-79.368526,56,1.6891
671891,43.661774,-79.369704,57,1.7888
671891,43.661557,-79.370689,58,1.8713
671891,43.661395,-79.371426,59,1.9330
671891,43.661220,-79.372223,60,1.9998
671891,43.660706,-79.372021,61,2.0599
671891,43.660443,-79.371917,62,2.0900
671891,43.659066,-79.371343,63,2.2508
671891,43.658287,-79.371019,64,2.3416
671891,43.656155,-79.370109,65,2.5908
671891,43.656242,-79.369719,66,2.6234
671891,43.656292,-79.369466,67,2.6442
671891,43.656298,-79.369270,68,2.6602
671891,43.656299,-79.369021,69,2.6803
671891,43.656313,-79.368607,70,2.7133
671891,43.656323,-79.368351,71,2.7343
671891,43.656326,-79.368132,72,2.7513
671891,43.656332,-79.368002,73,2.7623
671891,43.656336,-79.367926,74,2.7684
671891,43.656361,-79.367583,75,2.7955
671891,43.656493,-79.366940,76,2.8496
671891,43.656642,-79.366306,77,2.9034
671891,43.656787,-79.365644,78,2.9587
671891,43.656795,-79.365606,79,2.9619
671891,43.656937,-79.364989,80,3.0144
671891,43.656936,-79.364988,81,3.0144
671891,43.656001,-79.364609,82,3.1236
671891,43.656000,-79.364608,83,3.1236
671891,43.655609,-79.364449,84,3.1685
671891,43.655217,-79.364293,85,3.2144
671891,43.655217,-79.364294,86,3.2144
671891,43.654552,-79.364011,87,3.2916
671891,43.654197,-79.363859,88,3.3337
671891,43.653556,-79.363585,89,3.4080
671891,43.653557,-79.363585,90,3.4080
671891,43.653179,-79.363425,91,3.4529
671891,43.652723,-79.363232,92,3.5051
671891,43.652192,-79.362999,93,3.5681
671891,43.652062,-79.362941,94,3.5826
671891,43.651561,-79.362727,95,3.6414
671891,43.651266,-79.364017,96,3.7505
